image_name,sport,pattern,fit,category,collar,pocket,neckline,fastening,sleevelen,gender,fabric,color,similar
Male/1_Coats/0010679_13.jpg,-1,12,8,0,11,-1,-1,0,6,0,-1,15,[]
Male/1_Coats/0010920_12.jpg,-1,12,8,0,5,-1,-1,3,4,0,-1,5,[]
Male/1_Coats/0010961_2.jpg,-1,12,8,0,3,2,-1,0,4,0,-1,-1,"[83, 142]"
Male/1_Coats/0010996_12.jpg,1,12,8,0,3,6,-1,0,0,0,-1,1,[23418]
Male/1_Coats/0011005_16.jpg,-1,12,8,0,11,2,-1,0,6,0,-1,8,[]
Male/1_Coats/0011038_14.jpg,-1,12,8,0,3,2,-1,0,4,0,-1,-1,"[80, 142]"
Male/1_Coats/0011064_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,5,"[23, 33, 93, 318, 337, 340, 641, 935, 1037, 1085, 1125, 1379, 1447, 3357, 3401, 22378]"
Male/1_Coats/0011296_12.jpg,5,12,8,0,11,2,-1,0,6,0,-1,5,[]
Male/1_Coats/0011474_16.jpg,6,12,8,0,7,6,-1,0,2,0,11,17,[]
Male/1_Coats/0011491_20.jpg,-1,12,8,0,7,2,-1,0,6,0,-1,15,"[500, 2665, 2713, 3058, 3142, 3518]"
Male/1_Coats/0011500_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,15,"[52, 124, 128, 1317, 3681]"
Male/1_Coats/0011542_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,9,"[68, 110, 129, 164, 233, 259, 360, 1740, 1862]"
Male/1_Coats/0011660_10.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,1,"[16, 19, 26, 70, 151, 304, 317, 474, 804, 1458, 3226, 3249, 3286, 3456, 3466]"
Male/1_Coats/0011666_14.jpg,11,-1,8,0,7,6,-1,0,2,0,12,1,[]
Male/1_Coats/0011767_12.jpg,-1,12,8,0,7,-1,5,3,6,0,-1,1,[]
Male/1_Coats/0011806_14.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,5,"[23, 33, 84, 318, 337, 340, 641, 935, 1037, 1085, 1125, 1379, 1447, 3357, 3401, 22378]"
Male/1_Coats/0011826_2.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,14,"[171, 810]"
Male/1_Coats/0011893_14.jpg,-1,2,8,0,3,2,-1,0,6,0,-1,5,[]
Male/1_Coats/0012014_14.jpg,-1,12,8,0,-1,-1,5,3,2,0,-1,15,[]
Male/1_Coats/0012069_14.jpg,-1,12,8,0,11,2,-1,3,6,0,-1,15,"[1124, 1146, 1338, 1410, 1804, 2127]"
Male/1_Coats/0012277_24.jpg,-1,12,8,0,3,6,-1,0,4,0,-1,15,[]
Male/1_Coats/0012334_14.jpg,5,-1,11,0,7,6,-1,0,2,0,-1,3,[]
Male/1_Coats/0012449_12.jpg,-1,12,8,0,5,-1,-1,3,6,0,-1,5,"[9, 251, 267, 341, 348, 386, 421, 437, 1011, 1065, 1130, 1676, 2250, 2643, 3070, 3155, 3233, 3446, 3519, 7317, 21538]"
Male/1_Coats/0012584_12.jpg,-1,8,11,0,3,-1,-1,0,2,0,12,17,[]
Male/1_Coats/0012693_12.jpg,-1,12,8,0,11,2,-1,0,6,0,-1,11,[]
Male/1_Coats/0012756_12.jpg,-1,12,-1,0,11,-1,-1,3,6,0,-1,9,[]
Male/1_Coats/0012839_14.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,5,"[15, 77, 115, 176, 217, 388, 424, 427, 508, 1524, 1841, 2381, 2684, 2754, 2827, 3480, 3867, 24170]"
Male/1_Coats/0012899_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,3,[]
Male/1_Coats/0012917_2.jpg,-1,8,8,0,11,-1,-1,3,4,0,-1,4,[]
Male/1_Coats/0013072_14.jpg,-1,12,8,0,11,-1,-1,3,6,0,0,9,[]
Male/1_Coats/0013282_2.jpg,5,12,8,0,6,3,-1,0,2,0,-1,3,[]
Male/1_Coats/0013292_12.jpg,-1,12,7,0,3,6,-1,0,6,0,-1,1,[]
Male/1_Coats/0013335_14.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,9,"[68, 89, 129, 164, 233, 259, 360, 1740, 1862]"
Male/1_Coats/0013348_10.jpg,-1,7,4,0,5,-1,-1,3,6,0,-1,17,[]
Male/1_Coats/0013458_16.jpg,5,12,8,0,2,6,-1,0,2,0,-1,-1,[]
Male/1_Coats/0013482_14.jpg,-1,14,4,0,3,2,-1,0,6,0,-1,1,[]
Male/1_Coats/0013587_2.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,16,"[1691, 2532, 3469]"
Male/1_Coats/0013636_16.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,5,"[15, 77, 104, 176, 217, 388, 424, 427, 508, 1524, 1841, 2381, 2684, 2754, 2827, 3480, 3867, 24170]"
Male/1_Coats/0013679_12.jpg,-1,12,-1,0,-1,2,-1,0,6,0,-1,8,[]
Male/1_Coats/0013999_6.jpg,-1,-1,8,0,-1,6,-1,0,6,0,-1,1,[]
Male/1_Coats/0014001_12.jpg,-1,12,8,0,5,2,-1,3,6,0,-1,8,"[1492, 1559, 1729, 2271, 2772, 3201, 3214, 3898, 3929, 3933, 3965, 4058, 4096, 4142]"
Male/1_Coats/0014301_12.jpg,-1,8,8,0,-1,-1,5,3,2,0,-1,17,"[301, 363, 1442, 1650, 2281, 3360, 24275]"
Male/1_Coats/0014363_12.jpg,-1,12,8,0,7,-1,-1,0,2,0,-1,8,[43]
Male/1_Coats/0014424_12.jpg,5,12,8,0,2,6,-1,0,2,0,11,1,[]
Male/1_Coats/0014429_12.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,1,"[42, 46, 132, 169, 190, 324, 521, 701, 1912, 2603, 2784, 3022]"
Male/1_Coats/0014828_13.jpg,-1,12,8,0,2,-1,-1,0,6,0,-1,5,"[23661, 23715]"
Male/1_Coats/0014843_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,15,"[52, 88, 128, 1317, 3681]"
Male/1_Coats/0014913_13.jpg,-1,12,8,0,5,-1,-1,3,6,0,13,-1,[]
Male/1_Coats/0014977_2.jpg,-1,12,8,0,5,-1,-1,3,6,0,-1,14,"[413, 419, 457, 2402, 3711, 20188]"
Male/1_Coats/0014997_12.jpg,-1,12,8,0,3,2,-1,0,2,0,-1,15,[]
Male/1_Coats/0015007_10.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,15,"[52, 88, 124, 1317, 3681]"
Male/1_Coats/0015136_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,9,"[68, 89, 110, 164, 233, 259, 360, 1740, 1862]"
Male/1_Coats/0015218_12.jpg,-1,12,8,0,3,-1,-1,0,6,0,-1,9,[]
Male/1_Coats/0015365_14.jpg,-1,12,8,0,3,6,-1,0,6,0,-1,1,"[139, 219, 498, 540, 580, 665, 795, 865, 903, 914, 993, 1026, 1098, 1163, 1199, 1391, 1463, 1536, 1540, 1542, 2077, 2238, 2527, 2595, 2620, 2783, 2845, 2877, 2913, 2953, 3005, 3006, 3053, 3072, 3363, 3568, 3791, 3855]"
Male/1_Coats/0015422_14.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,1,"[42, 46, 122, 169, 190, 324, 521, 701, 1912, 2603, 2784, 3022]"
Male/1_Coats/0015427_14.jpg,-1,12,8,0,7,-1,-1,0,6,0,-1,1,"[47, 463, 465, 554, 568, 613, 631, 651, 678, 748, 764, 819, 881, 1028, 1140, 1150, 1202, 1287, 1296, 1427, 1445, 1499, 1506, 1634, 1823, 1914, 2441, 2577, 2632, 2685, 2711, 2718, 2724, 2811, 2941, 2973, 3398, 21671, 23485, 23497, 23538, 23841, 32752]"
Male/1_Coats/0015443_12.jpg,-1,12,8,0,6,-1,-1,0,2,0,-1,-1,[376]
Male/1_Coats/0015687_12.jpg,-1,12,-1,0,7,-1,-1,0,2,0,-1,10,[]
Male/1_Coats/0015727_12.jpg,-1,12,8,0,3,5,-1,0,6,0,-1,1,"[242, 325, 706, 2867, 2869, 2873]"
Male/1_Coats/0015784_12.jpg,-1,8,8,0,5,-1,-1,-1,6,0,-1,1,[]
Male/1_Coats/0015818_19.jpg,7,14,13,0,7,6,-1,0,2,0,8,17,[]
Male/1_Coats/0015863_12.jpg,-1,12,8,0,3,6,-1,0,6,0,-1,1,"[131, 219, 498, 540, 580, 665, 795, 865, 903, 914, 993, 1026, 1098, 1163, 1199, 1391, 1463, 1536, 1540, 1542, 2077, 2238, 2527, 2595, 2620, 2783, 2845, 2877, 2913, 2953, 3005, 3006, 3053, 3072, 3363, 3568, 3791, 3855]"
Male/1_Coats/0015911_12.jpg,-1,12,8,0,5,-1,-1,3,6,0,-1,9,"[3, 247, 286, 1620, 1886, 3215]"
Male/1_Coats/0016071_14.jpg,-1,-1,8,0,5,2,-1,3,2,0,-1,17,[]
Male/1_Coats/0016188_12.jpg,-1,12,8,0,3,2,-1,0,4,0,-1,-1,"[80, 83]"
Male/1_Coats/0016282_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,-1,"[60, 1425, 1662, 1815, 1987, 2627, 3145, 21269]"
Male/1_Coats/0016297_16.jpg,-1,12,8,0,11,2,-1,0,6,0,-1,1,"[2293, 3364]"
Male/1_Coats/0016338_14.jpg,-1,12,8,0,-1,-1,5,3,2,0,-1,-1,"[211, 1015]"
Male/1_Coats/0016354_12.jpg,-1,-1,8,0,-1,2,5,3,2,0,-1,4,[]
Male/1_Coats/0016362_12.jpg,-1,8,13,0,-1,-1,5,3,2,0,-1,1,[]
Male/1_Coats/0016767_12.jpg,5,12,8,0,7,6,-1,0,2,0,-1,1,"[150, 313]"
Male/1_Coats/0016784_12.jpg,-1,2,8,0,3,-1,-1,0,6,0,-1,-1,[]
Male/1_Coats/0017038_12.jpg,5,12,8,0,7,6,-1,0,2,0,-1,1,"[148, 313]"
Male/1_Coats/0017040_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,1,"[16, 19, 26, 70, 90, 304, 317, 474, 804, 1458, 3226, 3249, 3286, 3456, 3466]"
Male/1_Coats/0017138_20.jpg,-1,12,8,0,3,-1,-1,0,6,0,-1,5,"[39, 597, 834, 1604, 1631, 1698, 2606, 3298, 3574, 13321, 22546, 24514]"
Male/1_Coats/0017150_12.jpg,-1,12,8,0,7,-1,-1,0,2,0,-1,16,[]
Male/1_Coats/0017165_18.jpg,7,8,8,0,7,6,-1,0,2,0,-1,16,[]
Male/1_Coats/0017217_14.jpg,-1,12,8,0,7,6,-1,0,2,0,-1,8,[]
Male/1_Coats/0017230_9.jpg,5,-1,-1,0,2,6,-1,0,2,0,-1,1,[]
Male/1_Coats/0017305_12.jpg,-1,12,8,0,11,6,-1,3,6,0,-1,15,[1162]
Male/1_Coats/0017425_16.jpg,-1,14,8,0,3,6,-1,0,6,0,-1,1,"[2038, 2191, 2703, 2886, 3090]"
Male/1_Coats/0017507_14.jpg,-1,12,8,0,4,-1,-1,3,6,0,-1,-1,"[22, 3465, 4308, 4516, 4633, 4646, 5391, 5576, 6121, 6158, 6498, 6698, 7065, 7271, 7314, 7405, 7974, 8438, 8757, 9090, 9605]"
Male/1_Coats/0017629_14.jpg,-1,8,13,0,-1,-1,5,3,2,0,-1,8,[3766]
Male/1_Coats/0017687_14.jpg,-1,12,8,0,6,-1,-1,0,2,0,-1,4,[]
Male/1_Coats/0017701_14.jpg,-1,8,8,0,7,-1,-1,0,2,0,-1,17,[]
Male/1_Coats/0017755_12.jpg,-1,-1,8,0,7,6,-1,0,2,0,-1,15,[]
Male/1_Coats/0017949_12.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,9,"[68, 89, 110, 129, 233, 259, 360, 1740, 1862]"
Male/1_Coats/0018079_14.jpg,-1,-1,8,0,7,-1,-1,0,2,0,-1,8,[]
Male/1_Coats/0018084_2.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,15,"[30, 63, 281, 287, 395, 414, 2813, 3703]"
Male/1_Coats/0018431_12.jpg,-1,12,8,0,3,6,-1,0,6,0,-1,14,"[1087, 3585]"
Male/1_Coats/0018479_12.jpg,-1,12,8,0,11,2,-1,0,6,0,-1,5,"[196, 3517]"
Male/1_Coats/0018524_12.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,1,"[42, 46, 122, 132, 190, 324, 521, 701, 1912, 2603, 2784, 3022]"
Male/1_Coats/0018525_12.jpg,5,12,8,0,6,-1,-1,0,2,0,-1,8,[]
Male/1_Coats/0018602_14.jpg,-1,12,8,0,11,-1,-1,3,6,0,-1,14,"[94, 810]"
Male/1_Coats/0018606_12.jpg,-1,12,8,0,6,6,-1,0,2,0,-1,-1,[]
Male/1_Coats/0018786_12.jpg,-1,12,8,0,3,5,-1,0,6,0,-1,4,[]
Male/1_Coats/0018931_12.jpg,-1,14,8,0,-1,-1,8,-1,6,0,12,5,"[20108, 20195, 20335, 20500, 20549, 20556, 20569, 20618, 20966, 21119, 21495, 21929, 22524, 22538, 22550, 22656, 22752, 22907, 22914, 22932, 22971, 23119, 23145, 23631, 24110, 24359, 24433, 24465, 24549, 24597, 24640, 24753, 24790, 24900, 24907, 25007, 25074, 25146, 25166]"
Male/1_Coats/0019065_12.jpg,-1,12,8,0,3,6,-1,0,6,0,-1,15,"[183, 927, 1523, 2742, 3032, 3411]"
Male/1_Coats/0019124_12.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,5,"[15, 77, 104, 115, 217, 388, 424, 427, 508, 1524, 1841, 2381, 2684, 2754, 2827, 3480, 3867, 24170]"
Male/1_Coats/0019134_12.jpg,-1,12,8,0,7,-1,-1,0,2,0,-1,14,[]
Male/1_Coats/0019140_18.jpg,5,12,8,0,3,2,-1,0,6,0,4,1,[]
Male/1_Coats/0019274_12.jpg,-1,8,11,0,-1,-1,5,3,2,0,-1,4,[]
Male/1_Coats/0019379_12.jpg,6,14,8,0,7,-1,-1,0,2,0,-1,11,[]
Male/1_Coats/0019418_18.jpg,5,12,8,0,3,2,-1,0,6,0,-1,5,[]
Male/1_Coats/0019531_12.jpg,-1,12,8,0,11,2,-1,3,6,0,-1,1,[3251]
Male/1_Coats/0019635_12.jpg,-1,12,8,0,3,6,-1,0,6,0,-1,15,"[175, 927, 1523, 2742, 3032, 3411]"
Male/1_Coats/0019722_12.jpg,-1,12,8,0,3,-1,-1,0,6,0,-1,-1,"[12, 194, 226, 234, 1041, 1408, 1636, 1821, 2047, 2568, 23386]"
Male/1_Coats/0019776_12.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,16,"[203, 1244, 1931, 1999, 2170, 3556]"
Male/1_Coats/0019784_12.jpg,-1,-1,8,0,3,2,-1,0,6,0,-1,16,[]
Male/1_Coats/0020018_12.jpg,-1,12,8,0,7,-1,-1,5,4,0,-1,5,[]
Male/1_Coats/0020073_12.jpg,-1,12,8,0,6,-1,-1,0,2,0,-1,5,[378]
Male/1_Coats/0020078_12.jpg,-1,12,8,0,11,2,-1,3,6,0,-1,-1,"[236, 1285, 1356, 1498, 3198, 3639]"
Male/1_Coats/0020130_14.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,1,"[42, 46, 122, 132, 169, 324, 521, 701, 1912, 2603, 2784, 3022]"
Male/1_Coats/0020178_12.jpg,-1,8,8,0,-1,2,-1,-1,2,0,-1,4,[]
Male/1_Coats/0020299_12.jpg,-1,12,8,0,6,6,-1,0,2,0,-1,5,[]
Male/1_Coats/0020322_12.jpg,-1,-1,8,0,7,2,-1,0,6,0,-1,5,"[1071, 1772]"
Male/1_Coats/0020404_12.jpg,-1,12,8,0,3,-1,-1,0,6,0,-1,-1,"[12, 184, 226, 234, 1041, 1408, 1636, 1821, 2047, 2568, 23386]"
Male/1_Coats/0020645_10.jpg,5,14,8,0,2,6,-1,0,2,0,11,-1,[]
Male/1_Coats/0020823_12.jpg,-1,12,8,0,11,2,-1,0,6,0,-1,5,"[168, 3517]"
Male/1_Coats/0020828_15.jpg,-1,12,8,0,7,2,-1,0,6,0,0,17,[]
Male/1_Coats/0020853_12.jpg,-1,12,8,0,-1,-1,5,3,2,0,-1,14,[]
Male/1_Coats/0020936_12.jpg,-1,12,13,0,5,-1,-1,3,6,0,-1,1,[353]
Male/1_Coats/0020950_12.jpg,-1,12,8,0,3,5,-1,0,6,0,-1,8,[]
Male/1_Coats/0020979_12.jpg,-1,12,4,0,3,-1,-1,0,6,0,-1,15,[]
Male/1_Coats/0021046_2.jpg,-1,8,11,0,5,-1,-1,3,2,0,-1,5,[]
Male/1_Coats/0021271_14.jpg,-1,12,8,0,3,2,-1,0,6,0,-1,16,"[185, 1244, 1931, 1999, 2170, 3556]"
Male/1_Coats/0021308_12.jpg,6,14,8,0,7,-1,-1,0,2,0,-1,-1,[]
